_AGGREG,Sep__9_2013_A_Data_Weapon_to_Avoid_the_Next_Financial_Crisis.txt,"Photo

Many economists see a data revolution that could transform their field opening a window to seeing and measuring economic behavior in greater detail than ever before. The potential — and limitations — of what can be thought of as Big Data economics was the topic of my column over the weekend.

The idea is that better measurement will inform better management of the economy. It is true as they say in business that you can’t manage what you can’t measure. But just because you can measure something doesn’t necessarily mean you can manage it — especially in the messy realm of human affairs.

What about a more targeted approach? That is trying to get a better reading on one crucial slice of the economy to guide policy and perhaps behavior. That in broad strokes is the animating philosophy behind the Office of Financial Research a unit of the Treasury Department established by the Dodd-Frank Act of 2010.

The precise recipe of causes — and apportioning responsibility — for the financial crisis is open to debate. But it is clear that leaders in the financial industry and policy makers were largely blindsided. Regulators and bankers lacked the data and analysis to see all the hidden risks in the financial system.

One of the lessons of the crisis said Richard Berner director of the Office of Financial Research is that there were “serious deficiencies” in financial measurement. More stringent reporting requirements is one way to close some of the gaps. “The crisis really did spawn a lot of data collection efforts” said Mr. Berner a former adviser to the Treasury and former chief economist at Morgan Stanley.

After delays Mr. Berner was nominated by the Obama administration and confirmed by the Senate this year.

The data analysis by the Office of Financial Research Mr. Berner said needs to balance the need for more detailed data collection with the need for data security protecting the trade secrets of investment banks and other financial institutions.

Yet added collection of data on money market funds credit-default swaps financial leverage and counterparty risk exposure he said could make it possible for financial institutions themselves as well as regulators to have early-warning signals of trouble.

Mr. Berner said his office was looking at a “variety of approaches” to get a faster handle on emerging risks. One that looks intriguing is a proposal in a research paper that combines data analysis financial economics and computer science.

In the paper the authors contend that new streams of financial data — aggregated properly encrypted and then analyzed — could give strong clues to hidden risk bombs in the system like the institutions that touched off the crisis in the fall of 2008 Lehman Brothers and the American International Group.

Such data the article argues could “have played a critical role in providing regulators and investors with advance notice of A.I.G.’s unusually concentrated position in credit-default swaps as well as the exposure of money market funds to Lehman bonds.”

“This is an effort to use technology to simplify some of the challenges created by our technology-driven financial markets” said Andrew W. Lo one of the article’s authors and an economist and finance expert at the Massachusetts Institute of Technology’s Sloan School of Management.

The other co-authors of the paper “Privacy-Preserving Methods for Sharing Financial Risk Exposures” are Emmanuel A. Abbe a computer scientist now at Princeton University and Amir E. Khandani a financial engineer at Morgan Stanley."
_AGGREG,Aug_29_2012_Q&A:_Hiding_From_People-Search_Sites.txt,"Q.

I recently found my name address and other personal information listed on this Web site called Spokeo.com. How do they get this information and can I delete it?

A.

Although it may seem creepy Spokeo and similar people-finder databases on the Web claim they get their aggregated data from publicly accessible sources — like phone listings and real-estate records. If you have a public profile on a social-networking site information may be included as well.

While Spokeo posts a disclaimer at the bottom of a listing page stating that it does not verify the information (and that it should not be used for official purposes like credit scores or eligibility for employment or insurance) you never know who is looking at these things. If you want to remove your name from the database the company has a removal request form at the bottom of the page here.

You need to paste the URL for your listing into a box on the form type in the Captcha code on the page and provide an e-mail address for the site to send you a verification message. (You may want to provide a little-used e-mail address or one designated for spam collection here.) Once you verify your request your Spokeo listing should be removed within one business day. If you still find yourself listed on the site Spokeo suggests contacting its customer service department for help.

Spokeo is just one of many data-aggregation sites around the Web devoted to people search. Removing yourself from an online database does not remove the information fully from the Internet if it was culled from a public record; it just removes your listing from that particular site.

Still if you keep finding yourself in these online lookup databases that rank so highly in search listings you can try requesting removal from each one. The New York Law Thoughts blog has a helpful list of other online databases that you may want to contact about removing your information. Commercial services like those at myID.com and Reputation.com offer to do it for you but for a price."
_AGGREG,Aug_18_2016_TCS__US_airlines_JetBlue_expand_outsourcing_contract_to_include_data_analytics.txt,
_AGGREG,Aug__1_2016_Consumer_Protection_Goes_Two_Ways_Says_Top_Adland_Lawyer.txt,
_AGGREG,Aug_13_2016_Census_2016:_Government_must_set_the_right_example.txt,
_AGGREG,Aug__8_2016_Census:_the_social_compact_on_de-identified_data_protects_privacy.txt,
_AGGREG,Aug_16_2016_Tableau_beefs_up_data_analytics_and_enterprise_tools_with_'significant'_release_of_Tableau_10.txt,"Tableau today released Tableau 10 the newest iteration of the company’s data analytics and visualization software.

Tableau 10 brings about a host of new features including updated designs analytical functions new mobile capabilities and additional enterprise tools for IT managers.

“The new design makes data the hero” Tableau co-founder Chris Stolte said in a statement. “Data integration helps maximize time spent on analysis. Data analytics innovations like the drag and drop clusters help people do more advanced analysis of their data without needing to program. And enterprise advancements continue to up the standard for delivering a governed trusted self-service environment.”

The update labeled as one of Tableau’s “most significant releases” signals a shift for the company as it focuses more on IT and enterprise tools. It also comes as Tableau tries to get its stock price back to pre-2016 levels.

In the fourth quarter of 2015 the company posted a record $203 million in revenue but took a $41 million loss. As a result its stock lost about half its value and has yet to fully recover. The company’s stock fell again the following quarter and has dropped nearly 50 percent in the past year now trading at $54.25.

Tableau is facing increased competition in the data analytics industry from companies like Microsoft which launched its PowerBI tool this past summer.

Earlier this year Tableau CEO Christian Chabot said that more of the company’s business is “leading to cloud analytics” via its cloud product Tableau Online.

Tableau which scaled back hiring plans by 50 percent earlier this year beat revenue expectations for the most recent quarter. However it missed on earnings estimates which sent its stock down another five percent. During Q2 Tableau added 3900 new customers its most ever for a single quarter bringing its customer base to more than 46000 across the globe."
_AGGREG,Jul_25_2016_Teradata_buys_Big_Data_company_to_boost_its_open_source_analytics_offering.txt,"Dive Brief:

Teradata Corp. will buy Big Data Partnership a Big Data solutions and training service provider the company announced in a press release.

Teradata said the acquisition will help it grow its open source analytics services. Big Data Partnership is designed to help companies capitalize on data using data science and Big Data technologies.

Teradata said the Big Data Partnership purchase will also help it grow its consulting services bringing Big Data analytics expertise to customers in Europe and Asia.

Dive Insight:

Data continues to be a hot topic as companies move to advance their enterprise capabilities and offerings. But as companies collect vast amounts of data they struggle with analysis and its application. In some cases they tap Big Data solutions providers to help manage and gather insight from their data troves.

""Big Data analytics services represent a fast-growing market valued at $40 billion in 2015"" according to Teradata’s press release.

Teradata is preparing for a spike in demand for ""multi-genre analytics new data infrastructures and business models"" as IoT takes off according to the company. Gartner recently predicted there will be 25 billion or more IoT devices connected to the Internet by 2020.



Terms of the agreement were not disclosed.

Recommended Reading

Dayton Business Journal: Teradata agrees to acquire data company to expand services

Teradata: Teradata Acquires Big Data Partnership Consultancy Expands Open Source Analytics Services"
_AGGREG,Feb_28_1994_A_Push_for_Surveillance_Software.txt,"In the age of computer communications and digital telephone calls the American people must be willing to give up a degree of personal privacy in exchange for safety and security the head of the Federal Bureau of Investigation said.

In an interview on Friday Louis J. Freeh the F.B.I. Director defended proposed legislation that critics say would turn the nation's telephone network into a vast surveillance system. He said taxpayers would be asked to pay up to half a billion dollars to develop and deploy the necessary network software.

The Administration wants to impose new technology that would enable law-enforcement agents to gather a wealth of personal information by monitoring citizens' calling patterns and credit card transactions over the telephone network -- and over the two-way cable television networks being planned by cable and phone companies. The system would go well beyond current wiretapping technology because much of the information could be gleaned without the police or F.B.I. actually having to eavesdrop on specific voice or electronic-mail conversations.

""The costs are high but you have to do a cost-benefit analysis"" said Mr. Freeh who insisted that fighting terrorists and criminals was the Government's intention -- not playing Big Brother to the citizenry. 'A Credible Solution'

""The damage to the World Trade tower and the economic interests of the country are conservatively estimated at $5 billion"" he said citing last year's bombing of the World Trade Center in Manhattan. ""I think the American people will agree that this is a credible solution to the problem we face.""

The Administration is trying to line up Congressional support for the legislation called the Digital Telephony and Communications Privacy Improvement Act of 1994 before having it formally introduced.

Government officials say traditional wiretapping is becoming increasingly difficult because more and more phone calls and data communications are transmitted as streams of digital information -- representing the ones and zeros understood by computers. Thousands of such calls may intermingle on a public-network circuit at any moment. Proponents of the legislation say new software placed on computerized network switching equipment is necessary to help law enforcement sort through this traffic.

But executives of McCaw Cellular Communications the nation's biggest cellular telephone company told Mr. Freeh and White House officials at a meeting on Thursday that their newest telephone switches already provide the surveillance capabilities requested in the legislation.

Moreover privacy advocates say the Government can point to no case in which digital network technology alone has impeded an investigation. And they note that in the World Trade Center case it was not electronic communications but mundane bungling of vehicle and warehouse rentals that led to arrests. An Electronic Portrait

Such critics have long warned that in the information age it is possible to build a detailed model of an individual's behavior political and sexual preferences social network and travel itineraries simply by examining telephone-calling patterns and credit card purchases.

Some capabilities were demonstrated when law-enforcement agents pieced together a chronological list of phone calls made by the people accused of plotting and carrying out the attack in January on the figure skater Nancy Kerrigan. But the type of software the Clinton Administration wants to add to the public communications network would make possible much more detailed records of individuals' electronic activities.

""It will be possible to develop a life-size portrait about you as a person"" said Jerry Berman executive director of the Electronic Frontier Foundation a Washington privacy-rights lobbying group. ""This is not just about a phone number.""

For the Administration having taxpayers rather than communications companies pay for the system is meant to dilute industry criticism of the plan which has met resistance since it was disclosed a few weeks ago. Congressional support is difficult to gauge.

""The bill has some significant problems we need to resolve"" said Representative Don Edwards Democrat of California and chairman of the House Judiciary subcommittee on civil rights. ""The profiling and the tracking aspect of the bill is something we are concerned about.""

A version of the legislation was first proposed in 1991 by the Bush Administration at the urging of the Justice Department. But unlike that version the new bill would limit the surveillance to public networks and not include company phone systems -- private branch exchanges or PBX's -- or private corporate computer networks.

Despite those changes civil liberties groups and some industry executives say they are concerned that the scope of the new bill would give law- enforcement agencies new access to a vast amount of ""transactional"" or billing information related to the setup of a telephone call.

Under current law obtaining a subpoena to obtain transactional data from the telephone company is easier than getting a wiretap warrant to eavesdrop on actual conversations which requires a judge to find probable cause that a crime has taken place."
_AGGREG,Aug__2_2016_From_Being_Employees_at_Facebook_to_Understanding_Big_Data_Analytics.txt,"Big data has found its place in a multiple number of industries today. From e-commerce marketing tools fashion and hiring portals and IoT sectors its presence is felt in all corners of the business domains. But is that all it is capable of?

Not really!

Qubole – is a Big Data Service start-up headquartered out of Mountain View California with their Engineering Team in Bangalore India. Qubole was founded by Joydeep Sen Sarma along with his IIT-Delhi batchmate Ashish Thusoo with the aim of deploying data analytics architecture quickly and saving costs by taking analytics directly to the cloud where all their data is being stored.

Qubole simplifies the provisioning management and scaling of big data analytics workloads leveraging data stored on Amazon Web Services Google Compute or Microsoft Azure infrastructure. With Qubole connected to your choice of cloud provider once IT sets policies any number of data analysts can be set free to collaboratively “click to query” with the power of Hive Spark Presto and many others in a growing list of data processing engines.

From Facebook Executives to Entrepreneurs

Joydeep Sen Sarma and Ashish Thusoo were part of building and leading the original Facebook Data Service Team from 2007-2011 during which they authored many prominent data industry tools including the Apache Hive Project.

While making valuable contacts and money at their job both of them saw an emerging opportunity which they wanted to seize. According to Joydeep many companies were struggling to solve problems that they had been solving at Facebook.

“One of our core takeaways was that software are becoming more and more commoditized today and the problem had moved to that of helping businesses keep their open-sourced software to achieve some business objectives” he said.

At Facebook the duo also realized the value of making technology accessible to users. Joydeep believes that there are a lot of cool technologies out there but there was also a huge challenge in getting the large companies housing data scientists business analysts and data miners to use them.

Apart from learning and helping the company develop new technology; both Ashish and Joydeep also learnt the nuances of work culture at Facebook. Fast moving work atmosphere easy hierarchy giving more freedom to co-workers taking on more responsibility and customer –focussed growth are few things that got ingrained in the DNA of these two founders.

Potential of Big Data in the Indian Market

Talking about the potential in this space Joydeep said that apart from catering into home-borne e-commerce IoT and taxi industries the company also sees product development opportunities in the MNCs that are based out of India. “If you look at Bangalore and Hyderabad MNCs are often building analytics which is another customer segment we can capture here” he explained.

Adding to this Ashish also noted that data crunching companies data analytics for online fashion portals and messenger apps are other emerging industries where Qubole sees immense potential.

Bullish on Enterprise tech companies in India

In January 2016 Qubole closed a $30m Series C funding round led by IVP bringing its total funding to $50m. Some of its marquee clients in India include Ola Cabs Saavn and Capillary Technologies while internationally its clients include Pinterest Quora and Comcast.

Apart from Qubole investors and institutes like NASSCOM have shown immense amount of interest in the B2B space this year. Joydeep said he is very “bullish” on enterprise tech in India.

He claims that lack of a good market for B2B tech and skilled product engineers left this sector dry all these days. However the emergence of good B2B companies and the first generation of startups are now acting as kernels for the next generation of enterprise tech companies."
